1 0
0.99 0.00273376
0.98 0.00533073
0.97 0.00780612
0.96 0.0101738
0.95 0.0124462
0.94 0.0146346
0.93 0.0167491
0.92 0.0187987
0.91 0.0207914
0.9 0.0227342
0.89 0.0246332
0.88 0.0264938
0.87 0.0283205
0.86 0.0301172
0.85 0.0318871
0.84 0.0336327
0.83 0.0353562
0.82 0.0370592
0.81 0.0387428
0.8 0.0404076
0.79 0.0420542
0.78 0.0436825
0.77 0.0452923
0.76 0.0468832
0.75 0.0484545
0.74 0.0500052
0.73 0.0515344
0.72 0.053041
0.71 0.0545237
0.7 0.0559812
0.69 0.0574121
0.68 0.0588151
0.67 0.0601886
0.66 0.0615314
0.65 0.0628419
0.64 0.0641189
0.63 0.065361
0.62 0.0665668
0.61 0.0677352
0.6 0.068865
0.59 0.0699551
0.58 0.0710044
0.57 0.072012
0.56 0.072977
0.55 0.0738985
0.54 0.0747759
0.53 0.0756084
0.52 0.0763954
0.51 0.0771364
0.5 0.0778308
0.49 0.0784782
0.48 0.0790781
0.47 0.0796301
0.46 0.0801338
0.45 0.0805888
0.44 0.0809948
0.43 0.0813513
0.42 0.0816578
0.41 0.0819139
0.4 0.0821189
0.39 0.0822724
0.38 0.0823734
0.37 0.0824213
0.36 0.0824151
0.35 0.0823537
0.34 0.0822358
0.33 0.0820601
0.32 0.0818251
0.31 0.0815288
0.3 0.0811694
0.29 0.0807446
0.28 0.080252
0.27 0.0796889
0.26 0.0790522
0.25 0.0783387
0.24 0.0775448
0.23 0.0766666
0.22 0.0756997
0.21 0.0746395
0.2 0.073481
0.19 0.0722187
0.18 0.0708466
0.17 0.0693584
0.16 0.0677468
0.15 0.0660042
0.14 0.0641222
0.13 0.0620913
0.12 0.0599008
0.11 0.0575386
0.1 0.0549906
0.09 0.05224
0.08 0.0492659
0.07 0.0460415
0.06 0.0425308
0.05 0.0386821
0.04 0.0344158
0.03 0.0295953
0.02 0.0239475
0.01 0.0167448
0 0
0 0
0.01 -0.00782294
0.02 -0.0109909
0.03 -0.013398
0.04 -0.0154221
0.05 -0.0172096
0.06 -0.0188338
0.07 -0.0203366
0.08 -0.021743
0.09 -0.0230686
0.1 -0.0243228
0.11 -0.0255113
0.12 -0.026637
0.13 -0.0277013
0.14 -0.028704
0.15 -0.0296444
0.16 -0.030521
0.17 -0.0313322
0.18 -0.0320761
0.19 -0.032751
0.2 -0.033355
0.21 -0.0338866
0.22 -0.0343442
0.23 -0.0347267
0.24 -0.0350331
0.25 -0.035263
0.26 -0.0354159
0.27 -0.0354919
0.28 -0.0354914
0.29 -0.0354149
0.3 -0.0352634
0.31 -0.0350383
0.32 -0.0347411
0.33 -0.0343736
0.34 -0.033938
0.35 -0.0334366
0.36 -0.0328721
0.37 -0.0322473
0.38 -0.0315651
0.39 -0.0308288
0.4 -0.0300416
0.41 -0.0292071
0.42 -0.0283288
0.43 -0.0274104
0.44 -0.0264556
0.45 -0.0254681
0.46 -0.0244518
0.47 -0.0234104
0.48 -0.0223477
0.49 -0.0212674
0.5 -0.0201733
0.51 -0.0190689
0.52 -0.0179578
0.53 -0.0168435
0.54 -0.0157291
0.55 -0.014618
0.56 -0.0135131
0.57 -0.0124175
0.58 -0.0113338
0.59 -0.0102646
0.6 -0.0092124
0.61 -0.00817943
0.62 -0.00716777
0.63 -0.00617935
0.64 -0.00521593
0.65 -0.00427909
0.66 -0.00337028
0.67 -0.00249078
0.68 -0.00164174
0.69 -0.000824198
0.7 -3.90721e-05
0.71 0.000712808
0.72 0.00143068
0.73 0.00211384
0.74 0.0027616
0.75 0.00337327
0.76 0.00394812
0.77 0.00448538
0.78 0.00498414
0.79 0.00544338
0.8 0.0058619
0.81 0.00623827
0.82 0.0065708
0.83 0.00685746
0.84 0.00709588
0.85 0.00728325
0.86 0.00741628
0.87 0.00749114
0.88 0.00750338
0.89 0.00744788
0.9 0.00731879
0.91 0.00710943
0.92 0.00681222
0.93 0.0064186
0.94 0.00591896
0.95 0.00530253
0.96 0.00455732
0.97 0.00367
0.98 0.00262581
0.99 0.00140845
1 0
